respondent_id,dept,tenure_years,role_level,region,exit_date,satisfaction,response
R-1191,Sales,13.75,IC,NA,2024-07-26,3,"Where to start — pay compression meant my new report earned more than I did. To be fair, double duty across two teams drained everything I had and at the same time I made friendships here that will outlast the job."
R-1192,Operations,7.25,Director,EMEA,2025-02-14,3,"The holiday party was always a highlight. To be fair, my time here taught me a lot about the industry."
R-1193,Operations,4.25,IC,APAC,2025-09-17,3,"In the end, the snacks were good and the coffee was terrible, for the record and on top of that I enjoyed the early years quite a bit and on top of that the tools and equipment were always solid."
R-1194,Engineering,0.25,Lead,EMEA,2025-08-25,4,"If I am being candid, the salary offer to stay came only after I resigned, which said everything — and honestly, remote work was a lifeline for my family and it got cut."
R-1195,People,1.5,Lead,NA,2024-12-25,3,"Me fui para seguir aprendiendo, así de simple. Por otro lado, el equipo en sí era muy amable y lo voy a extrañar."
R-1196,Engineering,0.25,IC,EMEA,2024-09-11,3,The directors fought each other and we absorbed the shrapnel and on top of that every quarter ended in a sprint that erased the weekends.
R-1197,Sales,10.75,IC,APAC,2024-08-29,3,"I was counting the days until my vesting cliff and then I was gone. Also, the internal documentation was surprisingly thorough."
R-1198,Engineering,15.75,IC,NA,2025-10-16,4,"The advancement conversations were always next quarter, forever, plus the new policy counted days while the work counted for nothing."
R-1199,Support,1,Director,EMEA,2024-07-16,5,"Look — the new role is closer to home, which mattered to my family — and honestly, the company is full of talented people."
R-1200,Engineering,16.75,IC,APAC,2024-09-29,3,After five rounds of reflection: I asked for help with the volume and got a prioritization framework and at the same time I want to thank the people who trained me.
R-1201,Sales,13.5,Director,NA,2025-10-01,4,"My boss gave me a glowing review and a terrible rating — and honestly, the office policy changed three times in a year. To be fair, the relocation was for my partner's job."
R-1202,Marketing,2,Manager,NA,2025-07-03,4,"The pay band was insulting once I learned what new hires got. Beyond that, the team itself was genuinely kind."
R-1203,Engineering,11.75,Manager,APAC,2025-07-30,4,"I enjoyed the early years quite a bit — and honestly, I learned the trade here and I am grateful for that."
R-1204,Engineering,12,Manager,APAC,2025-12-24,4,"Bottom line: base salary here lags the industry by a wide margin — and honestly, a former colleague recruited me into the new role."
R-1205,Sales,8,Lead,NA,2025-01-25,4,"Look — the promotion went to an external hire, twice."
R-1206,Engineering,10.5,IC,NA,2025-06-26,1,Pay was fine at hire and then quietly fell behind year after year and at the same time the lattice they promised was actually a ledge and on top of that the tools and equipment were always solid.
R-1207,Sales,13.25,Lead,NA,2025-02-19,4,"Family circumstances made this change necessary, plus I made friendships here that will outlast the job."
R-1208,Engineering,0.5,IC,NA,2024-09-05,4,Off the record but on the form: weekend releases became routine and so did my exhaustion and on top of that this move is about geography more than anything.
R-1209,Operations,1,IC,EMEA,2025-01-21,3,"Para ser justos, si el momento hubiera sido otro creo que me habría quedado."
R-1210,People,12,Manager,EMEA,2024-10-27,1,x
R-1211,Operations,15.75,Lead,NA,2025-04-16,2,"Two promotions in title with no movement in salary and at the same time leaving felt right in the moment and complicated ever since. Meanwhile, nothing dramatic to report from my corner."
R-1212,Marketing,4.75,IC,NA,2025-04-26,4,"Where to start — the management layer above me was pure noise. Also, the company swag was genuinely good, for what that is worth."
R-1213,Operations,15.75,IC,EMEA,2025-04-29,1,"Truthfully, management ignored the postmortem actions three releases in a row. To be fair, I asked for help with the volume and got a prioritization framework, plus I asked for stretch projects and got maintenance work. To be fair, the anchor days filled the office without filling it with purpose and on top of that the decision to quit made itself by the end."
R-1214,Operations,3.5,IC,NA,2025-03-24,5,"Where to start — I outgrew the role and the company had nowhere for me to go. Meanwhile, the product problems were interesting most of the time."
R-1215,Marketing,1.5,IC,EMEA,2025-01-05,3,The customers were the best part of the job and at the same time the codebase was cleaner than most I have seen.
R-1216,Marketing,9,Manager,NA,2024-09-01,5,"Simply put, work bled into nights until the nights were gone — and honestly, walking out the door was the easiest hard decision I ever made."
R-1217,People,2,Lead,NA,2024-10-22,3,"Honestly, I want to thank the people who trained me. To be fair, my coworkers made the hard stretches bearable."
R-1218,Support,0.75,Lead,NA,2025-08-27,2,"The product problems were interesting most of the time — and honestly, a former colleague recruited me into the new role."
R-1219,Operations,12,IC,APAC,2025-02-17,3,"For what it is worth, management here mistakes activity for progress and at the same time the learning stipend vanished and so did the conferences."
R-1220,Engineering,13.75,IC,LATAM,2024-12-31,5,"Since you asked: the mission still resonates with me — and honestly, I am taking time off before deciding what is next. Meanwhile, an opportunity came along that was too specific to pass up."
R-1221,Engineering,0.25,Lead,EMEA,2025-04-01,4,"In the end, my manager was kind but powerless, which somehow felt worse. To be fair, this move is about geography more than anything."
R-1222,Engineering,1,Manager,NA,2024-07-25,2,"The hours stretched into every evening and most weekends — and honestly, no single reason, just the sense that the chapter ended."
R-1223,Sales,0.75,IC,NA,2025-12-17,1,"The exit interview questions were thoughtful, including this one and at the same time the team itself was genuinely kind."
R-1224,People,6.5,IC,NA,2025-06-29,1,"I moved during the remote era and the office mandate stranded me and on top of that I quit without another job lined up, which says everything."
R-1225,Sales,0.5,Lead,EMEA,2025-06-16,5,"Simply put, the cost of living rose and my pay pretended not to notice. To be fair, the benefits package was reasonable overall."
R-1226,Engineering,8.25,IC,EMEA,2025-01-23,5,"Truthfully, the promotion went to an external hire, twice. To be fair, the snacks were good and the coffee was terrible, for the record."
R-1227,Marketing,7,IC,APAC,2025-05-05,3,"The desk booking app was the final straw, somehow — and honestly, I chose to walk away and I have not looked back — and honestly, an opportunity came along that was too specific to pass up."
R-1228,People,11,IC,LATAM,2025-06-24,3,"Equity refreshers dried up and the salary never made up for it. Beyond that, the tools and equipment were always solid."
R-1229,Support,5.75,IC,EMEA,2024-10-10,1,"After five rounds of reflection: I handed in my notice the morning after the announcement. To be fair, the new role is closer to home, which mattered to my family."
R-1230,People,0.25,IC,EMEA,2024-10-18,3,"A competing offer beat my pay by forty percent, plus my coworkers made the hard stretches bearable."
R-1231,Engineering,2,IC,NA,2025-08-09,3,"The crunch was supposed to be temporary and lasted fourteen months and at the same time the exit interview questions were thoughtful, including this one."
R-1232,Engineering,3.25,IC,NA,2025-12-22,3,"What they pay senior people here would be junior pay anywhere else, plus the learning stipend vanished and so did the conferences."
R-1233,Support,0.25,IC,NA,2025-01-14,4,"After five rounds of reflection: I wish someone had talked me out of it, honestly. Meanwhile, the internal documentation was surprisingly thorough."
R-1234,Support,1,IC,NA,2025-02-15,2,"Honestly, the merit increase was two percent in a year of double-digit inflation and at the same time I was doing the job of three people by the end."
R-1235,Engineering,2.25,IC,EMEA,2024-12-12,2,"I wish the next cohort a smooth ride — and honestly, the startup itch finally won."
R-1236,Engineering,16.25,IC,EMEA,2025-06-07,5,"In the end, the all-hands explained the office push with a culture word cloud and at the same time no single reason, just the sense that the chapter ended."
R-1237,Engineering,16.25,IC,EMEA,2025-08-30,1,"Since you asked: overall a decent run with a quiet ending. Beyond that, the tools and equipment were always solid — and honestly, I enjoyed the early years quite a bit."
R-1238,Engineering,3.5,IC,LATAM,2025-05-08,3,"Honestly, my paycheck did not reflect the scope I carried. Beyond that, the backlog grew faster than any human could drain it."
R-1239,People,0.25,IC,EMEA,2025-12-29,1,"Plainly put, I appreciated the honest conversations on the way out. Also, family circumstances made this change necessary."
R-1240,Support,7,IC,NA,2024-12-30,1,"Leaving was self-preservation at that point. Meanwhile, I am switching industries to be closer to healthcare work."
R-1241,Operations,3.75,IC,NA,2025-05-03,3,Quitting cost me money and was worth every cent.
R-1242,Support,1.25,IC,LATAM,2024-11-23,2,"The exit was a long time coming and overdue. Beyond that, my time here taught me a lot about the industry."
R-1243,Operations,1,Lead,NA,2024-08-06,1,"Honestly, leadership changed direction every quarter without explanation. Meanwhile, the commute cost more than the raise I never got. Also, I caught myself wishing I could undo the resignation that first month. To be fair, I started planning my exit after the second broken promise."
R-1244,Engineering,6,Director,NA,2024-11-27,4,"Look — the skip-level meetings were scripted and pointless. To be fair, I moved during the remote era and the office mandate stranded me."
R-1245,Engineering,6,IC,APAC,2025-11-21,5,"Bottom line: quitting cost me money and was worth every cent. Meanwhile, this move is about geography more than anything."
R-1246,Support,2.25,Lead,NA,2024-09-10,3,"The product problems were interesting most of the time. To be fair, I enjoyed the early years quite a bit."
R-1247,Engineering,1.75,IC,EMEA,2025-01-21,4,"Plainly put, my trajectory was a flat line and I am too early in my career for that. Beyond that, the relocation was for my partner's job."
